abh_number ,b&f_number ,scientific_name ,vernacular_name ,family 
1.001,1,Micropterix tunbergella,,Micropterigidae
1.002,2,Micropterix mansuetella,,Micropterigidae
1.003,3,Micropterix aureatella,,Micropterigidae
1.004,4,Micropterix aruncella,,Micropterigidae
1.005,5,Micropterix calthella,,Micropterigidae
2,,Eriocraniidae,,Eriocraniidae
2.001,6,Dyseriocrania subpurpurella,,Eriocraniidae
2.002,7,Paracrania chrysolepidella,,Eriocraniidae
2.003,8,Eriocrania unimaculella,,Eriocraniidae
2.004,9,Eriocrania sparrmannella,,Eriocraniidae
2.005,10,Eriocrania salopiella,,Eriocraniidae
2.006,11,Eriocrania cicatricella,,Eriocraniidae
2.006,,Eriocrania haworthi,,Eriocraniidae
2.006,,Eriocrania purpurella,,Eriocraniidae
2.007,13,Eriocrania semipurpurella,,Eriocraniidae
2.008,12,Eriocrania sangii,,Eriocraniidae
4.001,118,Enteucha acetosae,,Nepticulidae
4.002,116,Stigmella lapponica,,Nepticulidae
4.003,117,Stigmella confusella,,Nepticulidae
4.004,90,Stigmella tiliae,,Nepticulidae
4.005,110,Stigmella betulicola,,Nepticulidae
4.005,,Stigmella betulicola f. nanivora,,Nepticulidae
4.006,113,Stigmella sakhalinella,,Nepticulidae
4.007,112,Stigmella luteella,,Nepticulidae
4.008,114,Stigmella glutinosae,,Nepticulidae
4.008,,Stigmella distinguenda,,Nepticulidae
4.009,115,Stigmella alnetella,,Nepticulidae
4.01,111,Stigmella microtheriella,,Nepticulidae
4.011,109,Stigmella prunetorum,,Nepticulidae
4.012,102,Stigmella aceris,,Nepticulidae
4.013,97,Stigmella malella,Apple Pygmy,Nepticulidae
4.014,98,Stigmella catharticella,,Nepticulidae
4.015,92,Stigmella anomalella,Rose Leaf Miner,Nepticulidae
4.016,94,Stigmella spinosissimae,,Nepticulidae
4.017,93,Stigmella centifoliella,,Nepticulidae
4.018,80,Stigmella ulmivora,,Nepticulidae
4.018,,Stigmella ulmiphaga,,Nepticulidae
4.019,95,Stigmella viscerella,,Nepticulidae
4.02,82,Stigmella paradoxa,,Nepticulidae
4.021,106,Stigmella torminalis,,Nepticulidae
4.022,107,Stigmella regiella,,Nepticulidae
4.023,108,Stigmella crataegella,,Nepticulidae
4.024,104,Stigmella magdalenae,,Nepticulidae
4.025,103,Stigmella nylandriella,,Nepticulidae
4.025,,Stigmella aucupariae,,Nepticulidae
4.026,100,Stigmella oxyacanthella,,Nepticulidae
4.027,101,Stigmella pyri,,Nepticulidae
4.028,91,Stigmella minusculella,,Nepticulidae
4.029,105,Stigmella desperatella,,Nepticulidae
4.03,99,Stigmella hybnerella,,Nepticulidae
4.03,,Stigmella ignobilella,,Nepticulidae
4.031,99a,Stigmella mespilicola,,Nepticulidae
4.032,75,Stigmella floslactella,,Nepticulidae
4.033,76,Stigmella carpinella,,Nepticulidae
4.034,77,Stigmella tityrella,,Nepticulidae
4.035,68,Stigmella salicis,,Nepticulidae
4.035,,Stigmella auritella,,Nepticulidae
4.036,72,Stigmella myrtillella,,Nepticulidae
4.037,71,Stigmella zelleriella,,Nepticulidae
4.037,,Stigmella repentiella,,Nepticulidae
4.038,70,Stigmella obliquella,,Nepticulidae
4.039,73,Stigmella trimaculella,,Nepticulidae
4.04,74,Stigmella assimilella,,Nepticulidae
4.041,66,Stigmella sorbi,,Nepticulidae
4.042,67,Stigmella plagicolella,,Nepticulidae
4.043,63,Stigmella lemniscella,,Nepticulidae
4.043,,Stigmella marginicolella,,Nepticulidae
4.044,64,Stigmella continuella,,Nepticulidae
4.045,50,Stigmella aurella,,Nepticulidae
4.045,,Stigmella aurella f. gei,,Nepticulidae
4.045,,Stigmella aurella f. nitens,,Nepticulidae
4.045,,Stigmella fragariella,,Nepticulidae
4.046,54,Stigmella auromarginella,,Nepticulidae
4.047,53,Stigmella splendidissimella,,Nepticulidae
4.047,,Stigmella splendidissimella f. dulcella,,Nepticulidae
4.048,54a,Stigmella pretiosa,,Nepticulidae
4.049,55,Stigmella aeneofasciella,,Nepticulidae
4.05,56,Stigmella dryadella,,Nepticulidae
4.051,59,Stigmella poterii,,Nepticulidae
4.051,,Stigmella poterii f. serella,,Nepticulidae
4.051,,Stigmella poterii f. tengstroemi,,Nepticulidae
4.051,,Stigmella tormentillella,,Nepticulidae
4.052,57,Stigmella filipendulae,,Nepticulidae
4.052,58,Stigmella ulmariae,,Nepticulidae
4.053,78,Stigmella incognitella,,Nepticulidae
4.053,,Stigmella pomella,,Nepticulidae
4.054,79,Stigmella perpygmaeella,,Nepticulidae
4.054,,Stigmella pygmaeella,,Nepticulidae
4.055,81,Stigmella hemargyrella,,Nepticulidae
4.056,65,Stigmella speciosa,,Nepticulidae
4.057,85,Stigmella suberivora,,Nepticulidae
4.058,89,Stigmella basiguttella,,Nepticulidae
4.059,87,Stigmella svenssoni,,Nepticulidae
4.06,84,Stigmella ruficapitella,,Nepticulidae
4.061,83,Stigmella atricapitella,,Nepticulidae
4.062,88,Stigmella samiatella,,Nepticulidae
4.063,86,Stigmella roborella,,Nepticulidae
4.064,44,Trifurcula headleyella,,Nepticulidae
4.065,48,Trifurcula cryptella,,Nepticulidae
4.066,49,Trifurcula eurema,,Nepticulidae
4.067,45,Trifurcula subnitidella,,Nepticulidae
4.067,,Trifurcula griseella,,Nepticulidae
4.068,46,Trifurcula immundella,,Nepticulidae
4.069,47,Trifurcula beirnei,,Nepticulidae
4.07,46a,Trifurcula squamatella,,Nepticulidae
4.07,,Trifurcula maxima,,Nepticulidae
4.071,40,Bohemannia pulverosella,,Nepticulidae
4.072,19,Bohemannia quadrimaculella,,Nepticulidae
4.073,33,Bohemannia auriciliella,,Nepticulidae
4.073,,Bohemannia bradfordi,,Nepticulidae
4.074,21,Ectoedemia sericopeza,,Nepticulidae
4.075,22,Ectoedemia louisella,,Nepticulidae
4.075,,Ectoedemia sphendamni,,Nepticulidae
4.076,20,Ectoedemia decentella,,Nepticulidae
4.077,43,Ectoedemia weaveri,,Nepticulidae
4.078,42,Ectoedemia septembrella,,Nepticulidae
4.079,41,Ectoedemia atrifrontella,,Nepticulidae
4.08,41b,Ectoedemia longicaudella,,Nepticulidae
4.081,41a,Ectoedemia amani,,Nepticulidae
4.082,25,Ectoedemia intimella,,Nepticulidae
4.083,24a,Ectoedemia hannoverella,,Nepticulidae
4.084,24,Ectoedemia turbidella,,Nepticulidae
4.085,23,Ectoedemia argyropeza,,Nepticulidae
4.086,35a,Ectoedemia heckfordi,,Nepticulidae
4.087,36,Ectoedemia quinquella,,Nepticulidae
4.088,36a,Ectoedemia heringella,,Nepticulidae
4.089,37,Ectoedemia albifasciella,,Nepticulidae
4.09,38,Ectoedemia subbimaculella,,Nepticulidae
4.091,39,Ectoedemia heringi,,Nepticulidae
4.092,32,Ectoedemia erythrogenella,,Nepticulidae
4.093,26,Ectoedemia agrimoniae,,Nepticulidae
4.094,28,Ectoedemia angulifasciella,,Nepticulidae
4.095,29,Ectoedemia atricollis,,Nepticulidae
4.096,30,Ectoedemia arcuatella,,Nepticulidae
4.097,31,Ectoedemia rubivora,,Nepticulidae
4.098,27,Ectoedemia spinosella,,Nepticulidae
4.099,34,Ectoedemia occultella,,Nepticulidae
4.099,,Ectoedemia argentipedella,,Nepticulidae
4.099,,Ectoedemia mediofasciella,,Nepticulidae
4.1,35,Ectoedemia minimella,,Nepticulidae
4.1,,Ectoedemia woolhopiella,,Nepticulidae
5.001,119,Opostega salaciella,,Opostegidae
5.002,122,Opostega spatulella,,Opostegidae
5.003,120,Pseudopostega auritella,,Opostegidae
5.004,121,Pseudopostega crepusculella,,Opostegidae
6,,Heliozelidae,,Heliozelidae
6.001,158,Antispila metallella,,Heliozelidae
6.001,,Antispila pfeifferella,,Heliozelidae
6.002,159,Antispila treitschkiella,,Heliozelidae
6.002,,Antispila petryi,,Heliozelidae
6.003,154,Heliozela sericiella,,Heliozelidae
6.003,,Heliozela stanneella,,Heliozelidae
6.004,156,Heliozela resplendella,,Heliozelidae
6.005,157,Heliozela hammoniella,,Heliozelidae
6.005,,Heliozela betulae,,Heliozelidae
7.001,148,Nemophora degeerella,,Adelidae
7.002,147,Nemophora metallica,,Adelidae
7.002,,Nemophora scabiosella,,Adelidae
7.003,146,Nemophora cupriacella,,Adelidae
7.004,144,Nemophora fasciella,,Adelidae
7.005,145,Nemophora minimella,,Adelidae
7.006,150,Adela reaumurella,,Adelidae
7.006,,Adela viridella,,Adelidae
7.007,149,Adela cuprella,,Adelidae
7.008,151,Adela croesella,,Adelidae
7.009,153,Cauchas fibulella,,Adelidae
7.01,152,Cauchas rufimitrella,,Adelidae
7.011,142,Nematopogon pilella,,Adelidae
7.012,141,Nematopogon schwarziellus,,Adelidae
7.013,143a,Nematopogon magna,,Adelidae
7.013,,Nematopogon variella,,Adelidae
7.014,143,Nematopogon metaxella,,Adelidae
7.015,140,Nematopogon swammerdamella,,Adelidae
8.001,129,Incurvaria pectinea,,Incurvariidae
8.002,130,Incurvaria masculella,,Incurvariidae
8.003,131,Incurvaria oehlmanniella,,Incurvariidae
8.004,132,Incurvaria praelatella,,Incurvariidae
8.005,128,Phylloporia bistrigella,,Incurvariidae
9.001,133,Lampronia capitella,Currant Shoot Borer,Prodoxidae
9.002,135,Lampronia luzella,,Prodoxidae
9.003,136,Lampronia corticella,Raspberry Moth,Prodoxidae
9.003,,Lampronia rubiella,Raspberry Moth,Prodoxidae
9.004,137,Lampronia morosa,,Prodoxidae
9.005,134,Lampronia flavimitrella,,Prodoxidae
9.006,138,Lampronia fuscatella,,Prodoxidae
9.007,139,Lampronia pubicornis,,Prodoxidae
10.001,123,Tischeria ekebladella,,Tischeriidae
10.002,124,Tischeria dodonaea,,Tischeriidae
10.003,125,Coptotriche marginea,,Tischeriidae
10.004,125a,Coptotriche heinemanni,,Tischeriidae
10.005,126,Coptotriche gaunacella,,Tischeriidae
10.006,127,Coptotriche angusticollella,,Tischeriidae
11.001,180,Diplodoma laichartingella,,Psychidae
11.001,,Diplodoma herminata,,Psychidae
11.002,175,Narycia duplicella,,Psychidae
11.002,,Narycia monilifera,,Psychidae
11.003,176,Dahlica triquetrella,,Psychidae
11.004,177,Dahlica inconspicuella,Lesser Lichen Case-bearer,Psychidae
11.004,,Dahlica douglasii,Lesser Lichen Case-bearer,Psychidae
11.005,179,Dahlica lichenella,Lichen Case-bearer,Psychidae
11.006,181,Taleporia tubulosa,,Psychidae
11.007,182,Bankesia conspurcatella,,Psychidae
11.008,184,Luffia lapidella,,Psychidae
11.009,185,Luffia ferchaultella,,Psychidae
11.01,183,Bacotia claustrella,,Psychidae
11.01,,Bacotia sepium,,Psychidae
11.011,188,Proutia betulina,,Psychidae
11.012,186,Psyche casta,,Psychidae
11.013,187,Psyche crassiorella,,Psychidae
11.014,189,Epichnopterix plumella,,Psychidae
11.015,190,Whittleia retiella,,Psychidae
11.016,191,Acanthopsyche atra,,Psychidae
11.017,192,Pachythelia villosella,,Psychidae
11.018,195,Sterrhopterix fusca,,Psychidae
12.001,207,Myrmecozela ochraceella,,Tineidae
12.0011,208,Ateliotum insularis,,Tineidae
12.002,201,Tenaga nigripunctella,,Tineidae
12.002,248,Tenaga pomiliella,,Tineidae
12.003,202,Eudarcia richardsoni,,Tineidae
12.004,203a,Infurcitinea captans,,Tineidae
12.0047,,Infurcitinea teriolella,,Tineidae
12.005,204,Infurcitinea albicomella,,Tineidae
12.006,203,Infurcitinea argentimaculella,,Tineidae
12.007,205,Ischnoscia borreonella,,Tineidae
12.008,206,Stenoptinea cyaneimarmorella,,Tineidae
12.008,,Stenoptinea angustipennis,,Tineidae
12.009,198,Dryadaula pactolia,,Tineidae
12.01,196,Morophaga choragella,,Tineidae
12.01,,Morophaga boleti,,Tineidae
12.011,225,Triaxomera fulvimitrella,,Tineidae
12.012,224,Triaxomera parasitella,,Tineidae
12.013,222,Archinemapogon yildizae,,Tineidae
12.013,,Archinemapogon arcuatella,,Tineidae
12.013,,Archinemapogon laterella,,Tineidae
12.014,223,Nemaxera betulinella,,Tineidae
12.014,,Nemaxera corticella,,Tineidae
12.015,215,Nemapogon granella,Corn Moth,Tineidae
12.016,216,Nemapogon cloacella,Cork Moth,Tineidae
12.017,217,Nemapogon wolffiella,,Tineidae
12.017,,Nemapogon albipunuctella,,Tineidae
12.018,216a,Nemapogon inconditella,,Tineidae
12.018,,Nemapogon heydeni,,Tineidae
12.019,219,Nemapogon ruricolella,,Tineidae
12.02,218,Nemapogon variatella,,Tineidae
12.02,,Nemapogon personella,,Tineidae
12.021,220,Nemapogon clematella,,Tineidae
12.022,221,Nemapogon picarella,,Tineidae
12.0221,221a,Nemapogon falstriella,,Tineidae
12.023,226,Triaxomasia caprimulgella,,Tineidae
12.024,213,Cephimallota crassiflavella,,Tineidae
12.025,234,Trichophaga tapetzella,Tapestry Moth,Tineidae
12.0251,235,Trichophaga mormopis,,Tineidae
12.0251,235,Trichophaga percna,,Tineidae
12.026,236,Tineola bisselliella,Common Clothes Moth,Tineidae
12.027,240,Tinea pellionella,Case-bearing Clothes Moth,Tineidae
12.0271,247b,Tinea murariella,,Tineidae
12.0272,242,Tinea metonella,,Tineidae
12.0272,242,Tinea translucens,,Tineidae
12.028,243,Tinea dubiella,,Tineidae
12.028,,Tinea turicensis,,Tineidae
12.029,244,Tinea flavescentella,,Tineidae
12.0291,241,Tinea lanella,,Tineidae
12.03,245,Tinea pallescentella,Large Pale Clothes Moth,Tineidae
12.031,239,Tinea columbariella,,Tineidae
12.032,246,Tinea semifulvella,,Tineidae
12.033,247,Tinea trinotella,,Tineidae
12.0331,247a,Tinea fictrix,,Tineidae
12.034,237,Niditinea fuscella,Brown-dotted Clothes Moth,Tineidae
12.034,,Niditinea fuscipunctella,Brown-dotted Clothes Moth,Tineidae
12.035,238,Niditinea striolella,,Tineidae
12.035,,Niditinea piercella,,Tineidae
12.036,227,Monopis laevigella,Skin Moth,Tineidae
12.036,,Monopis rusticella,Skin Moth,Tineidae
12.037,228,Monopis weaverella,,Tineidae
12.038,229,Monopis obviella,,Tineidae
12.038,,Monopis ferruginella,,Tineidae
12.039,230,Monopis crocicapitella,,Tineidae
12.04,231,Monopis imella,,Tineidae
12.041,232,Monopis monachella,,Tineidae
12.042,233,Monopis fenestratella,,Tineidae
12.0421,250,Ceratophaga haidarabadi,,Tineidae
12.0422,249,Ceratophaga orientalis,,Tineidae
12.043,211,Haplotinea ditella,,Tineidae
12.044,212,Haplotinea insectella,,Tineidae
12.044,,Haplotinea misella,,Tineidae
12.0441,209,Setomorpha rutella,Tropical Tobacco Moth,Tineidae
12.0442,210,Lindera tessellatella,,Tineidae
12.045,278a,Opogona omoscopa,,Tineidae
12.0451,278,Opogona sacchari,,Tineidae
12.0452,279,Opogona antistacta,,Tineidae
12.046,277,Oinophila v-flava,Yellow V Moth,Tineidae
12.047,199,Psychoides verhuella,,Tineidae
12.048,200,Psychoides filicivora,,Tineidae
13.001,446,Roeslerstammia pronubella,,Roeslerstammiidae
13.002,447,Roeslerstammia erxlebella,,Roeslerstammiidae
14.001,265,Bucculatrix cristatella,,Bucculatricidae
14.002,266,Bucculatrix nigricomella,,Bucculatricidae
14.003,267,Bucculatrix maritima,,Bucculatricidae
14.004,269a,Bucculatrix chrysanthemella,,Bucculatricidae
14.005,268,Bucculatrix humiliella,,Bucculatricidae
14.005,,Bucculatrix capreella,,Bucculatricidae
14.005,,Bucculatrix merei,,Bucculatricidae
14.006,270,Bucculatrix frangutella,,Bucculatricidae
14.006,,Bucculatrix frangulella,,Bucculatricidae
14.007,271,Bucculatrix albedinella,,Bucculatricidae
14.007,,Bucculatrix boyerella,,Bucculatricidae
14.008,272,Bucculatrix cidarella,,Bucculatricidae
14.009,273,Bucculatrix thoracella,,Bucculatricidae
14.01,274,Bucculatrix ulmella,,Bucculatricidae
14.011,274a,Bucculatrix ulmifoliae,,Bucculatricidae
14.012,275,Bucculatrix bechsteinella,,Bucculatricidae
14.012,,Bucculatrix crataegi,,Bucculatricidae
14.013,276,Bucculatrix demaryella,,Bucculatricidae
15.001,299,Parectopa ononidis,,Gracillariidae
15.002,280,Caloptilia cuculipennella,,Gracillariidae
15.003,281,Caloptilia populetorum,,Gracillariidae
15.004,282,Caloptilia elongella,,Gracillariidae
15.005,283,Caloptilia betulicola,,Gracillariidae
15.006,284,Caloptilia rufipennella,,Gracillariidae
15.007,285,Caloptilia azaleella,Azalea Leaf Miner,Gracillariidae
15.007,,Caloptilia rhodinella,Azalea Leaf Miner,Gracillariidae
15.008,286,Caloptilia alchimiella,,Gracillariidae
15.009,287,Caloptilia robustella,,Gracillariidae
15.01,288,Caloptilia stigmatella,,Gracillariidae
15.011,289,Caloptilia falconipennella,,Gracillariidae
15.012,290,Caloptilia semifascia,,Gracillariidae
15.012,295,Caloptilia pyrenaeella,,Gracillariidae
15.012,,Caloptilia hauderi sens. auctt.,,Gracillariidae
15.013,291,Caloptilia hemidactylella,,Gracillariidae
15.014,293,Gracillaria syringella,,Gracillariidae
15.015,294,Aspilapteryx tringipennella,,Gracillariidae
15.016,297,Euspilapteryx auroguttella,,Gracillariidae
15.017,296,Calybites phasianipennella,,Gracillariidae
15.018,292,Povolnya leucapennella,,Gracillariidae
15.018,,Caloptilia sulphurella,,Gracillariidae
15.019,313,Acrocercops brongniardella,,Gracillariidae
15.02,311,Dialectica imperialella,,Gracillariidae
15.02,,Acrocercops hofmanniella,,Gracillariidae
15.0201,311a,Dialectica scalariella,,Gracillariidae
15.021,314,Leucospilapteryx omissella,,Gracillariidae
15.022,310,Callisto denticulella,,Gracillariidae
15.023,310a,Callisto coffeella,,Gracillariidae
15.024,300,Parornix loganella,,Gracillariidae
15.025,301,Parornix betulae,,Gracillariidae
15.026,302,Parornix fagivora,,Gracillariidae
15.027,302a,Parornix carpinella,,Gracillariidae
15.028,303,Parornix anglicella,,Gracillariidae
15.029,304,Parornix devoniella,,Gracillariidae
15.03,305,Parornix scoticella,,Gracillariidae
15.031,306,Parornix alpicola,,Gracillariidae
15.031,,Parornix alpicola leucostola,,Gracillariidae
15.032,308,Parornix finitimella,,Gracillariidae
15.0321,,Parornix atripalpella,,Gracillariidae
15.033,309,Parornix torquillella,,Gracillariidae
15.034,315,Phyllonorycter harrisella,,Gracillariidae
15.034,,Phyllonorycter cramerella,,Gracillariidae
15.035,316,Phyllonorycter roboris,,Gracillariidae
15.036,317,Phyllonorycter heegeriella,,Gracillariidae
15.037,318,Phyllonorycter tenerella,,Gracillariidae
15.038,319,Phyllonorycter kuhlweiniella,,Gracillariidae
15.038,,Phyllonorycter saportella,,Gracillariidae
15.039,320,Phyllonorycter quercifoliella,,Gracillariidae
15.04,321,Phyllonorycter messaniella,,Gracillariidae
15.041,321a,Phyllonorycter platani,,Gracillariidae
15.042,322,Phyllonorycter muelleriella,,Gracillariidae
15.043,323,Phyllonorycter oxyacanthae,,Gracillariidae
15.044,324,Phyllonorycter sorbi,,Gracillariidae
15.045,325,Phyllonorycter mespilella,,Gracillariidae
15.045,,Phyllonorycter pomifoliella,,Gracillariidae
15.045,,Phyllonorycter pyrivorella,,Gracillariidae
15.046,326,Phyllonorycter blancardella,,Gracillariidae
15.046,,Phyllonorycter concomitella,,Gracillariidae
15.047,327,Phyllonorycter hostis,,Gracillariidae
15.047,,Phyllonorycter cydoniella,,Gracillariidae
15.048,328,Phyllonorycter junoniella,,Gracillariidae
15.049,329,Phyllonorycter spinicolella,,Gracillariidae
15.049,,Phyllonorycter deflexella,,Gracillariidae
15.049,,Phyllonorycter pomonella,,Gracillariidae
15.05,330,Phyllonorycter cerasicolella,,Gracillariidae
15.051,331,Phyllonorycter lantanella,,Gracillariidae
15.052,332,Phyllonorycter corylifoliella,,Gracillariidae
15.052,,Phyllonorycter corylifoliella f. betulae,,Gracillariidae
15.053,332a,Phyllonorycter leucographella,Firethorn Leaf Miner,Gracillariidae
15.054,333,Phyllonorycter salictella,,Gracillariidae
15.054,333,Phyllonorycter viminiella,,Gracillariidae
15.055,334,Phyllonorycter viminetorum,,Gracillariidae
15.056,335,Phyllonorycter salicicolella,,Gracillariidae
15.057,336,Phyllonorycter dubitella,,Gracillariidae
15.058,337,Phyllonorycter hilarella,,Gracillariidae
15.058,,Phyllonorycter spinolella,,Gracillariidae
15.059,338,Phyllonorycter cavella,,Gracillariidae
15.06,339,Phyllonorycter ulicicolella,,Gracillariidae
15.061,340,Phyllonorycter scopariella,,Gracillariidae
15.062,340a,Phyllonorycter staintoniella,,Gracillariidae
15.063,341,Phyllonorycter maestingella,,Gracillariidae
15.064,342,Phyllonorycter coryli,Nut Leaf Blister Moth,Gracillariidae
15.065,343,Phyllonorycter esperella,,Gracillariidae
15.065,,Phyllonorycter carpinicolella,,Gracillariidae
15.065,,Phyllonorycter quinnata,,Gracillariidae
15.066,344,Phyllonorycter strigulatella,,Gracillariidae
15.067,345,Phyllonorycter rajella,,Gracillariidae
15.067,,Phyllonorycter alnifoliella,,Gracillariidae
15.068,346,Phyllonorycter distentella,,Gracillariidae
15.069,347,Phyllonorycter anderidae,,Gracillariidae
15.07,348,Phyllonorycter quinqueguttella,,Gracillariidae
15.071,349,Phyllonorycter nigrescentella,,Gracillariidae
15.072,350,Phyllonorycter insignitella,,Gracillariidae
15.073,351,Phyllonorycter lautella,,Gracillariidae
15.074,352,Phyllonorycter schreberella,,Gracillariidae
15.075,353,Phyllonorycter ulmifoliella,,Gracillariidae
